Source,Target,Type,Id,Label,Weight
1568303753115144194,947066796342956032,Directed,350,,1
1568303753115144194,1573840959976230912,Directed,351,,1
1568303753115144194,1714409247642136576,Directed,352,,7
1568303753115144194,1574592070651625473,Directed,353,,2
1568303753115144194,1698107533431394304,Directed,354,,51
1568303753115144194,1468341134053330947,Directed,355,,2
1568303753115144194,1573626394545881088,Directed,356,,5
1568303753115144194,1646044995676168193,Directed,357,,1
1568303753115144194,1405756958225813504,Directed,358,,1
1568303753115144194,1546124879593934856,Directed,359,,1
1568303753115144194,171200086,Directed,360,,1
1568303753115144194,1021124789044490240,Directed,361,,4
1568303753115144194,1287101616198504448,Directed,362,,1
1568303753115144194,47399105,Directed,363,,1
1568303753115144194,982979291884474369,Directed,364,,1
1568303753115144194,1302855722829570050,Directed,365,,3
1568303753115144194,1351943381853868032,Directed,366,,3
1568303753115144194,704387476794830848,Directed,367,,1
1568303753115144194,1725266918255341568,Directed,368,,1
1568303753115144194,1574008411360043008,Directed,369,,20
1568303753115144194,20668842,Directed,370,,1
1568303753115144194,1589945343315251200,Directed,371,,7
1568303753115144194,1405276496936280068,Directed,372,,3
1568303753115144194,1638895498785443840,Directed,373,,3
1568303753115144194,1678403219980967942,Directed,374,,2
1568303753115144194,1486269461476818950,Directed,375,,1
1568303753115144194,1613903983030026240,Directed,376,,23
1568303753115144194,1583428526635880449,Directed,377,,6
1568303753115144194,1639869332225155074,Directed,378,,1
1568303753115144194,1113100093,Directed,379,,1
1568303753115144194,1651310710104760322,Directed,380,,1
1568303753115144194,1647263738792116225,Directed,381,,1
1568303753115144194,946806590249848842,Directed,382,,1
1568303753115144194,1499079859397615619,Directed,383,,5
1568303753115144194,40501660,Directed,384,,1
1568303753115144194,949759277224419328,Directed,385,,1
1568303753115144194,1578107616525488143,Directed,386,,1
1568303753115144194,1176506435800313856,Directed,387,,3
1568303753115144194,1648800637029580802,Directed,388,,1
1568303753115144194,1707050903063392256,Directed,389,,3
1568303753115144194,3301947536,Directed,390,,7
1568303753115144194,1695913196366819328,Directed,391,,1
1568303753115144194,338949202,Directed,392,,4
1568303753115144194,1582464406403022848,Directed,393,,1
1568303753115144194,1503836775290224642,Directed,394,,2
1568303753115144194,1588457977983356928,Directed,395,,10
1568303753115144194,1686354204971966465,Directed,396,,2
1568303753115144194,1585810610356461568,Directed,397,,2
1568303753115144194,773230604133564416,Directed,398,,1
1568303753115144194,1514905483597037573,Directed,399,,4
1568303753115144194,1622902731999703040,Directed,400,,3
1568303753115144194,1573867874430623745,Directed,401,,3
1568303753115144194,1705499530379120640,Directed,402,,1
1568303753115144194,754996830774161408,Directed,403,,1
1568303753115144194,1600978011477549056,Directed,404,,1
1568303753115144194,1494350119881388039,Directed,405,,7
1568303753115144194,1658882421696102407,Directed,406,,26
1568303753115144194,1458869065506865155,Directed,407,,1
1568303753115144194,1459731239301169153,Directed,408,,1
1568303753115144194,860332880,Directed,409,,12
1568303753115144194,2592412147,Directed,410,,3
1568303753115144194,1539842508569600001,Directed,411,,1
1568303753115144194,829733919499100160,Directed,412,,6
1568303753115144194,1579687453023211521,Directed,413,,1
1568303753115144194,1416368658574680067,Directed,414,,1
1568303753115144194,1578650348692070402,Directed,415,,8
1568303753115144194,3189754680,Directed,416,,3
1568303753115144194,2804605933,Directed,417,,1
1568303753115144194,1558391889681842181,Directed,418,,1
1568303753115144194,1600181381220507651,Directed,419,,12
1568303753115144194,2233404235,Directed,420,,2
1568303753115144194,1649854083006709766,Directed,421,,2
1568303753115144194,1241983992909443084,Directed,422,,2
1568303753115144194,1736869691283357696,Directed,423,,11
1568303753115144194,1598284922481000454,Directed,424,,1
1568303753115144194,1452988352345612292,Directed,425,,4
1568303753115144194,770969457682329600,Directed,426,,1
1568303753115144194,1656383363605843968,Directed,427,,9
1568303753115144194,799352435034771456,Directed,428,,2
1568303753115144194,1571428477236137987,Directed,429,,6
1568303753115144194,2934403896,Directed,430,,3
1568303753115144194,723720232720838657,Directed,431,,1
1568303753115144194,1734336665613668352,Directed,432,,1
1568303753115144194,1357941918353793025,Directed,433,,1
1568303753115144194,2300535848,Directed,434,,1
1568303753115144194,1468914874726203393,Directed,435,,1
1568303753115144194,928712499804827648,Directed,436,,1
1568303753115144194,1573452109814661120,Directed,437,,4
1568303753115144194,1616136377124388865,Directed,438,,1
1568303753115144194,1705422608768835584,Directed,439,,3
1568303753115144194,2435148192,Directed,440,,5
1568303753115144194,1709670290274344962,Directed,441,,1
1568303753115144194,1560247010304860161,Directed,442,,1
1568303753115144194,1616347429389078528,Directed,443,,3
1568303753115144194,1727075143686475776,Directed,444,,1
1568303753115144194,1472241014026952708,Directed,445,,1
1568303753115144194,1530063351799091202,Directed,446,,2
1568303753115144194,1595059660452601856,Directed,447,,16
1568303753115144194,1339908124417863680,Directed,448,,1
1568303753115144194,1724342779361329152,Directed,449,,8
1568303753115144194,1707641725294985216,Directed,450,,5
1568303753115144194,1616812867642347522,Directed,451,,1
1568303753115144194,1345627777182138369,Directed,452,,2
1568303753115144194,1559057553933225985,Directed,453,,1
1568303753115144194,1572088828155887618,Directed,454,,2
1568303753115144194,1575389838685224962,Directed,455,,6
1568303753115144194,951741779581329408,Directed,456,,1
1568303753115144194,1225903431333924864,Directed,457,,1
1568303753115144194,1687682266162405376,Directed,458,,3
1568303753115144194,2383455180,Directed,459,,1
1568303753115144194,1451665939800416256,Directed,460,,1
1568303753115144194,1560341138283937797,Directed,461,,2
1568303753115144194,1748730669671370752,Directed,462,,13
1568303753115144194,1582151491812528131,Directed,463,,1
1568303753115144194,1661737253553733638,Directed,464,,1
1568303753115144194,1531634591555002368,Directed,465,,3
1568303753115144194,1372750355918856201,Directed,466,,1
1568303753115144194,1736457101155651584,Directed,467,,2
1568303753115144194,1122035021844496384,Directed,468,,1
1568303753115144194,1350028591438974976,Directed,469,,1
1568303753115144194,1706352987441074176,Directed,470,,1
1568303753115144194,1458710321439199235,Directed,471,,1
1568303753115144194,993183721460260868,Directed,472,,1
1568303753115144194,1447570457964781570,Directed,473,,1
1568303753115144194,1556720657634889728,Directed,474,,1
1568303753115144194,1075893643272224768,Directed,475,,1
1568303753115144194,1412019498748723206,Directed,476,,1
1568303753115144194,25033880,Directed,477,,1
1568303753115144194,1710383664402485248,Directed,478,,1
1568303753115144194,1628821501431390209,Directed,479,,2
1568303753115144194,1390618040618954754,Directed,480,,1
